PRJ;CLASSE;Cobertos;Gerados;Cobertura;Mortos;Total;Escore
01Max;ds.Max;4;4;100%;4;14;29%
02MaxMin;ds.MaxMin1;8;8;100%;18;21;86%
03MaxMin;ds.MaxMin2;8;8;100%;18;21;86%
04MaxMin;ds.MaxMin3;16;16;100%;49;62;79%
05Ordenacao;ds.Ordenacao;10;10;100%;11;20;55%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;31;42;74%
09Ordenacao;ds.Ordenacao;16;16;100%;26;56;46%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;14;14;100%;27;79;34%
11ListArray;ds.Lista;11;12;92%;18;31;58%
12Lista;ds.Lista;11;12;92%;16;23;70%
13Pilha;ds.Pilha;11;12;92%;20;31;65%
14Pilha;ds.Pilha;17;17;100%;17;31;55%
15Fila;ds.Fila;18;19;95%;29;43;67%
16Fila;ds.Fila;21;23;91%;21;37;57%
17Ordenacao;ds.Ordenacao;48;48;100%;70;139;50%
18FPHeapMax;ds.FPHeapMax;33;40;83%;35;117;30%
19FPHeapMin;ds.FPHeapMin;42;42;100%;72;120;60%
20Tabela;ds.Tabela;13;21;62%;13;57;23%
21ArvoreBinaria;ds.ArvoreBinaria;39;48;81%;58;160;36%
22TabelaHash;ds.TabelaHash;34;35;97%;46;89;52%
23TabelaHash;ds.TabelaHash;49;52;94%;80;166;48%
24Grafo;ds.Grafo;36;42;86%;62;143;43%
25Grafo;ds.Grafo;34;34;100%;57;109;52%
26Grafo;ds.Grafo;47;51;92%;69;127;54%
27Grafo;ds.Grafo;33;33;100%;55;108;51%
28BuscaEmLargura;ds.Grafo;33;33;100%;60;108;56%
29Grafo;ds.Grafo;33;33;100%;74;108;69%
30Lista;ds.AgmPrim;23;32;72%;25;76;33%
31CasamentoExato;ds.CasamentoExato;40;40;100%;71;205;35%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;27;86;31%
33Identifier;ds.Identifier;22;22;100%;59;114;52%
