PRJ;CLASSE;Cobertos;Gerados;Cobertura;Mortos;Total;Escore
01Max;ds.Max;4;4;100%;4;14;29%
02MaxMin;ds.MaxMin1;8;8;100%;18;21;86%
03MaxMin;ds.MaxMin2;8;8;100%;17;21;81%
04MaxMin;ds.MaxMin3;16;16;100%;50;62;81%
05Ordenacao;ds.Ordenacao;10;10;100%;11;20;55%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;32;42;76%
09Ordenacao;ds.Ordenacao;16;16;100%;34;56;61%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;14;14;100%;29;79;37%
11ListArray;ds.Lista;11;12;92%;18;31;58%
12Lista;ds.Lista;11;12;92%;16;23;70%
13Pilha;ds.Pilha;11;12;92%;19;31;61%
14Pilha;ds.Pilha;17;17;100%;17;31;55%
15Fila;ds.Fila;18;19;95%;32;43;74%
16Fila;ds.Fila;18;23;78%;19;37;51%
17Ordenacao;ds.Ordenacao;48;48;100%;72;139;52%
18FPHeapMax;ds.FPHeapMax;32;40;80%;34;117;29%
19FPHeapMin;ds.FPHeapMin;42;42;100%;57;120;48%
20Tabela;ds.Tabela;13;21;62%;13;57;23%
21ArvoreBinaria;ds.ArvoreBinaria;39;48;81%;52;160;33%
22TabelaHash;ds.TabelaHash;34;35;97%;36;89;40%
23TabelaHash;ds.TabelaHash;50;52;96%;86;166;52%
24Grafo;ds.Grafo;40;42;95%;68;143;48%
25Grafo;ds.Grafo;30;34;88%;56;109;51%
26Grafo;ds.Grafo;47;51;92%;69;127;54%
27Grafo;ds.Grafo;33;33;100%;72;108;67%
28BuscaEmLargura;ds.Grafo;33;33;100%;49;108;45%
29Grafo;ds.Grafo;33;33;100%;70;108;65%
30Lista;ds.AgmPrim;23;32;72%;24;76;32%
31CasamentoExato;ds.CasamentoExato;40;40;100%;69;205;34%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;27;86;31%
33Identifier;ds.Identifier;22;22;100%;55;114;48%
