PRJ;CLASSE;Cobertos;Gerados;Cobertura;Mortos;Total;Escore
01Max;ds.Max;3;4;75%;0;14;0%
02MaxMin;ds.MaxMin1;8;8;100%;6;21;29%
03MaxMin;ds.MaxMin2;8;8;100%;5;21;24%
04MaxMin;ds.MaxMin3;11;16;69%;7;62;11%
05Ordenacao;ds.Ordenacao;7;10;70%;4;20;20%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;11;42;26%
09Ordenacao;ds.Ordenacao;16;16;100%;38;56;68%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;20;79;25%
11ListArray;ds.Lista;11;12;92%;19;31;61%
12Lista;ds.Lista;12;12;100%;17;23;74%
13Pilha;ds.Pilha;11;12;92%;24;31;77%
14Pilha;ds.Pilha;17;17;100%;26;31;84%
15Fila;ds.Fila;18;19;95%;32;43;74%
16Fila;ds.Fila;23;23;100%;25;37;68%
17Ordenacao;ds.Ordenacao;31;48;65%;32;139;23%
18FPHeapMax;ds.FPHeapMax;29;40;73%;37;117;32%
19FPHeapMin;ds.FPHeapMin;23;42;55%;25;120;21%
20Tabela;ds.Tabela;5;21;24%;0;57;0%
21ArvoreBinaria;ds.ArvoreBinaria;6;48;13%;2;160;1%
22TabelaHash;ds.TabelaHash;35;35;100%;69;89;78%
23TabelaHash;ds.TabelaHash;48;52;92%;69;166;42%
24Grafo;ds.Grafo;36;42;86%;74;143;52%
25Grafo;ds.Grafo;34;34;100%;71;109;65%
26Grafo;ds.Grafo;38;51;75%;53;127;42%
27Grafo;ds.Grafo;33;33;100%;61;108;56%
28BuscaEmLargura;ds.Grafo;27;33;82%;48;108;44%
29Grafo;ds.Grafo;33;33;100%;73;108;68%
30Lista;ds.AgmPrim;0;32;0%;0;76;0%
31CasamentoExato;ds.CasamentoExato;40;40;100%;115;205;56%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;34;86;40%
33Identifier;ds.Identifier;21;22;95%;77;114;68%
