01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;7;21;33%
03MaxMin;ds.MaxMin2;8;8;100%;7;21;33%
04MaxMin;ds.MaxMin3;16;16;100%;6;61;10%
05Ordenacao;ds.Ordenacao;7;10;70%;4;21;19%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;10;13;77%;6;41;15%
09Ordenacao;ds.Ordenacao;3;16;19%;2;56;4%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;24;75;32%
11ListArray;ds.Lista;9;12;75%;10;29;34%
12Lista;ds.Lista;12;12;100%;15;21;71%
13Pilha;ds.Pilha;8;12;67%;9;27;33%
14Pilha;ds.Pilha;17;17;100%;21;27;78%
15Fila;ds.Fila;12;19;63%;13;40;33%
16Fila;ds.Fila;23;23;100%;25;32;78%
17Ordenacao;ds.Ordenacao;32;48;67%;26;141;18%
18FPHeapMax;ds.FPHeapMax;21;40;53%;26;116;22%
19FPHeapMin;ds.FPHeapMin;28;42;67%;27;120;23%
20Tabela;ds.Tabela;11;21;52%;8;55;15%
21ArvoreBinaria;ds.ArvoreBinaria;19;48;40%;19;145;13%
22TabelaHash;ds.TabelaHash;31;35;89%;46;88;52%
23TabelaHash;ds.TabelaHash;49;52;94%;75;162;46%
24Grafo;ds.Grafo;35;42;83%;68;134;51%
25Grafo;ds.Grafo;23;34;68%;35;95;37%
26Grafo;ds.Grafo;44;51;86%;50;113;44%
27Grafo;ds.Grafo;32;33;97%;54;94;57%
28BuscaEmLargura;ds.Grafo;32;33;97%;54;94;57%
29Grafo;ds.Grafo;32;33;97%;54;94;57%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;39;40;98%;86;205;42%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;29;88;33%
