01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;7;21;33%
03MaxMin;ds.MaxMin2;5;8;63%;3;21;14%
04MaxMin;ds.MaxMin3;16;16;100%;7;61;11%
05Ordenacao;ds.Ordenacao;6;10;60%;3;21;14%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;10;13;77%;6;41;15%
09Ordenacao;ds.Ordenacao;9;16;56%;11;56;20%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;25;75;33%
11ListArray;ds.Lista;7;12;58%;10;29;34%
12Lista;ds.Lista;11;12;92%;11;21;52%
13Pilha;ds.Pilha;11;12;92%;22;27;81%
14Pilha;ds.Pilha;13;17;76%;14;27;52%
15Fila;ds.Fila;10;19;53%;13;40;33%
16Fila;ds.Fila;18;23;78%;18;32;56%
17Ordenacao;ds.Ordenacao;32;48;67%;32;141;23%
18FPHeapMax;ds.FPHeapMax;23;40;58%;27;116;23%
19FPHeapMin;ds.FPHeapMin;21;42;50%;27;120;23%
20Tabela;ds.Tabela;12;21;57%;10;55;18%
21ArvoreBinaria;ds.ArvoreBinaria;24;48;50%;23;145;16%
22TabelaHash;ds.TabelaHash;29;35;83%;33;88;38%
23TabelaHash;ds.TabelaHash;50;52;96%;93;162;57%
24Grafo;ds.Grafo;35;42;83%;65;134;49%
25Grafo;ds.Grafo;28;34;82%;43;95;45%
26Grafo;ds.Grafo;27;51;53%;21;113;19%
27Grafo;ds.Grafo;18;33;55%;18;94;19%
28BuscaEmLargura;ds.Grafo;18;33;55%;18;94;19%
29Grafo;ds.Grafo;18;33;55%;18;94;19%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;37;40;93%;70;205;34%
32CasamentoAproximado;ds.CasamentoAproximado;18;19;95%;32;88;36%
