01Max;ds.Max;4;4;100%;7;14;50%
02MaxMin;ds.MaxMin1;8;8;100%;5;21;24%
03MaxMin;ds.MaxMin2;8;8;100%;5;21;24%
04MaxMin;ds.MaxMin3;14;16;88%;7;61;11%
05Ordenacao;ds.Ordenacao;7;10;70%;7;21;33%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;11;41;27%
09Ordenacao;ds.Ordenacao;16;16;100%;12;56;21%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;23;75;31%
11ListArray;ds.Lista;8;12;67%;7;29;24%
12Lista;ds.Lista;12;12;100%;12;21;57%
13Pilha;ds.Pilha;8;12;67%;9;27;33%
14Pilha;ds.Pilha;17;17;100%;18;27;67%
15Fila;ds.Fila;12;19;63%;16;40;40%
16Fila;ds.Fila;21;23;91%;22;32;69%
17Ordenacao;ds.Ordenacao;31;48;65%;33;141;23%
18FPHeapMax;ds.FPHeapMax;26;40;65%;23;116;20%
19FPHeapMin;ds.FPHeapMin;24;42;57%;22;120;18%
20Tabela;ds.Tabela;11;21;52%;4;55;7%
21ArvoreBinaria;ds.ArvoreBinaria;26;48;54%;27;145;19%
22TabelaHash;ds.TabelaHash;31;35;89%;45;88;51%
23TabelaHash;ds.TabelaHash;47;52;90%;73;162;45%
24Grafo;ds.Grafo;33;42;79%;69;134;51%
25Grafo;ds.Grafo;19;34;56%;27;95;28%
26Grafo;ds.Grafo;34;51;67%;30;113;27%
27Grafo;ds.Grafo;29;33;88%;50;94;53%
28BuscaEmLargura;ds.Grafo;29;33;88%;50;94;53%
29Grafo;ds.Grafo;29;33;88%;50;94;53%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;38;40;95%;80;205;39%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;37;88;42%
