01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;7;21;33%
03MaxMin;ds.MaxMin2;8;8;100%;7;21;33%
04MaxMin;ds.MaxMin3;11;16;69%;8;61;13%
05Ordenacao;ds.Ordenacao;6;10;60%;4;21;19%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;12;13;92%;7;41;17%
09Ordenacao;ds.Ordenacao;9;16;56%;11;56;20%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;22;75;29%
11ListArray;ds.Lista;8;12;67%;8;29;28%
12Lista;ds.Lista;11;12;92%;11;21;52%
13Pilha;ds.Pilha;10;12;83%;18;27;67%
14Pilha;ds.Pilha;13;17;76%;17;27;63%
15Fila;ds.Fila;17;19;89%;23;40;58%
16Fila;ds.Fila;20;23;87%;22;32;69%
17Ordenacao;ds.Ordenacao;31;48;65%;32;141;23%
18FPHeapMax;ds.FPHeapMax;23;40;58%;19;116;16%
19FPHeapMin;ds.FPHeapMin;26;42;62%;31;120;26%
20Tabela;ds.Tabela;15;21;71%;8;55;15%
21ArvoreBinaria;ds.ArvoreBinaria;19;48;40%;19;145;13%
22TabelaHash;ds.TabelaHash;31;35;89%;34;88;39%
23TabelaHash;ds.TabelaHash;49;52;94%;87;162;54%
24Grafo;ds.Grafo;35;42;83%;76;134;57%
25Grafo;ds.Grafo;24;34;71%;34;95;36%
26Grafo;ds.Grafo;32;51;63%;42;113;37%
27Grafo;ds.Grafo;23;33;70%;15;94;16%
28BuscaEmLargura;ds.Grafo;23;33;70%;15;94;16%
29Grafo;ds.Grafo;23;33;70%;15;94;16%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;39;40;98%;90;205;44%
32CasamentoAproximado;ds.CasamentoAproximado;15;19;79%;30;88;34%
