01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;5;21;24%
03MaxMin;ds.MaxMin2;8;8;100%;5;21;24%
04MaxMin;ds.MaxMin3;14;16;88%;7;61;11%
05Ordenacao;ds.Ordenacao;6;10;60%;4;21;19%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;11;41;27%
09Ordenacao;ds.Ordenacao;16;16;100%;12;56;21%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;24;75;32%
11ListArray;ds.Lista;10;12;83%;11;29;38%
12Lista;ds.Lista;12;12;100%;12;21;57%
13Pilha;ds.Pilha;10;12;83%;16;27;59%
14Pilha;ds.Pilha;16;17;94%;17;27;63%
15Fila;ds.Fila;13;19;68%;16;40;40%
16Fila;ds.Fila;22;23;96%;22;32;69%
17Ordenacao;ds.Ordenacao;31;48;65%;30;141;21%
18FPHeapMax;ds.FPHeapMax;24;40;60%;20;116;17%
19FPHeapMin;ds.FPHeapMin;25;42;60%;28;120;23%
20Tabela;ds.Tabela;8;21;38%;5;55;9%
21ArvoreBinaria;ds.ArvoreBinaria;24;48;50%;23;145;16%
22TabelaHash;ds.TabelaHash;27;35;77%;34;88;39%
23TabelaHash;ds.TabelaHash;49;52;94%;86;162;53%
24Grafo;ds.Grafo;35;42;83%;68;134;51%
25Grafo;ds.Grafo;28;34;82%;43;95;45%
26Grafo;ds.Grafo;28;51;55%;27;113;24%
27Grafo;ds.Grafo;18;33;55%;32;94;34%
28BuscaEmLargura;ds.Grafo;18;33;55%;32;94;34%
29Grafo;ds.Grafo;18;33;55%;32;94;34%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;38;40;95%;83;205;40%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;33;88;38%
