01Max;ds.Max;3;4;75%;3;14;21%
02MaxMin;ds.MaxMin1;8;8;100%;7;21;33%
03MaxMin;ds.MaxMin2;8;8;100%;7;21;33%
04MaxMin;ds.MaxMin3;11;16;69%;7;61;11%
05Ordenacao;ds.Ordenacao;6;10;60%;3;21;14%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;10;13;77%;4;41;10%
09Ordenacao;ds.Ordenacao;13;16;81%;12;56;21%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;20;75;27%
11ListArray;ds.Lista;11;12;92%;13;29;45%
12Lista;ds.Lista;8;12;67%;9;21;43%
13Pilha;ds.Pilha;10;12;83%;17;27;63%
14Pilha;ds.Pilha;17;17;100%;17;27;63%
15Fila;ds.Fila;14;19;74%;15;40;38%
16Fila;ds.Fila;21;23;91%;22;32;69%
17Ordenacao;ds.Ordenacao;31;48;65%;31;141;22%
18FPHeapMax;ds.FPHeapMax;23;40;58%;25;116;22%
19FPHeapMin;ds.FPHeapMin;23;42;55%;20;120;17%
20Tabela;ds.Tabela;11;21;52%;8;55;15%
21ArvoreBinaria;ds.ArvoreBinaria;20;48;42%;20;145;14%
22TabelaHash;ds.TabelaHash;31;35;89%;34;88;39%
23TabelaHash;ds.TabelaHash;50;52;96%;92;162;57%
24Grafo;ds.Grafo;35;42;83%;72;134;54%
25Grafo;ds.Grafo;28;34;82%;35;95;37%
26Grafo;ds.Grafo;24;51;47%;27;113;24%
27Grafo;ds.Grafo;26;33;79%;26;94;28%
28BuscaEmLargura;ds.Grafo;26;33;79%;26;94;28%
29Grafo;ds.Grafo;26;33;79%;26;94;28%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;39;40;98%;78;205;38%
32CasamentoAproximado;ds.CasamentoAproximado;15;19;79%;28;88;32%
