01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;5;21;24%
03MaxMin;ds.MaxMin2;8;8;100%;5;21;24%
04MaxMin;ds.MaxMin3;16;16;100%;7;61;11%
05Ordenacao;ds.Ordenacao;6;10;60%;4;21;19%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;12;13;92%;7;41;17%
09Ordenacao;ds.Ordenacao;9;16;56%;11;56;20%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;21;75;28%
11ListArray;ds.Lista;8;12;67%;14;29;48%
12Lista;ds.Lista;12;12;100%;12;21;57%
13Pilha;ds.Pilha;11;12;92%;17;27;63%
14Pilha;ds.Pilha;13;17;76%;14;27;52%
15Fila;ds.Fila;12;19;63%;13;40;33%
16Fila;ds.Fila;18;23;78%;18;32;56%
17Ordenacao;ds.Ordenacao;29;48;60%;30;141;21%
18FPHeapMax;ds.FPHeapMax;26;40;65%;22;116;19%
19FPHeapMin;ds.FPHeapMin;24;42;57%;29;120;24%
20Tabela;ds.Tabela;12;21;57%;10;55;18%
21ArvoreBinaria;ds.ArvoreBinaria;25;48;52%;24;145;17%
22TabelaHash;ds.TabelaHash;31;35;89%;48;88;55%
23TabelaHash;ds.TabelaHash;49;52;94%;83;162;51%
24Grafo;ds.Grafo;35;42;83%;72;134;54%
25Grafo;ds.Grafo;25;34;74%;45;95;47%
26Grafo;ds.Grafo;26;51;51%;29;113;26%
27Grafo;ds.Grafo;27;33;82%;37;94;39%
28BuscaEmLargura;ds.Grafo;27;33;82%;37;94;39%
29Grafo;ds.Grafo;27;33;82%;37;94;39%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;40;40;100%;96;205;47%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;34;88;39%
