01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;7;21;33%
03MaxMin;ds.MaxMin2;8;8;100%;7;21;33%
04MaxMin;ds.MaxMin3;16;16;100%;7;61;11%
05Ordenacao;ds.Ordenacao;7;10;70%;4;21;19%
06Fibonacci;ds.Fibonacci;4;6;67%;5;12;42%
07Fibonacci;ds.Fibonacci;4;6;67%;5;12;42%
08MaxMin;ds.MaxMin4;5;13;38%;4;41;10%
09Ordenacao;ds.Ordenacao;3;16;19%;2;56;4%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;21;75;28%
11ListArray;ds.Lista;10;12;83%;13;29;45%
12Lista;ds.Lista;11;12;92%;11;21;52%
13Pilha;ds.Pilha;10;12;83%;17;27;63%
14Pilha;ds.Pilha;17;17;100%;23;27;85%
15Fila;ds.Fila;15;19;79%;16;40;40%
16Fila;ds.Fila;21;23;91%;22;32;69%
17Ordenacao;ds.Ordenacao;31;48;65%;28;141;20%
18FPHeapMax;ds.FPHeapMax;21;40;53%;26;116;22%
19FPHeapMin;ds.FPHeapMin;18;42;43%;22;120;18%
20Tabela;ds.Tabela;12;21;57%;10;55;18%
21ArvoreBinaria;ds.ArvoreBinaria;23;48;48%;16;145;11%
22TabelaHash;ds.TabelaHash;27;35;77%;34;88;39%
23TabelaHash;ds.TabelaHash;48;52;92%;68;162;42%
24Grafo;ds.Grafo;35;42;83%;67;134;50%
25Grafo;ds.Grafo;28;34;82%;46;95;48%
26Grafo;ds.Grafo;32;51;63%;30;113;27%
27Grafo;ds.Grafo;26;33;79%;26;94;28%
28BuscaEmLargura;ds.Grafo;26;33;79%;26;94;28%
29Grafo;ds.Grafo;26;33;79%;26;94;28%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;38;40;95%;83;205;40%
32CasamentoAproximado;ds.CasamentoAproximado;15;19;79%;29;88;33%
