01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;5;21;24%
03MaxMin;ds.MaxMin2;8;8;100%;5;21;24%
04MaxMin;ds.MaxMin3;16;16;100%;7;61;11%
05Ordenacao;ds.Ordenacao;7;10;70%;4;21;19%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;10;13;77%;6;41;15%
09Ordenacao;ds.Ordenacao;9;16;56%;11;56;20%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;24;75;32%
11ListArray;ds.Lista;6;12;50%;6;29;21%
12Lista;ds.Lista;12;12;100%;11;21;52%
13Pilha;ds.Pilha;11;12;92%;22;27;81%
14Pilha;ds.Pilha;13;17;76%;12;27;44%
15Fila;ds.Fila;12;19;63%;17;40;43%
16Fila;ds.Fila;18;23;78%;15;32;47%
17Ordenacao;ds.Ordenacao;30;48;63%;28;141;20%
18FPHeapMax;ds.FPHeapMax;21;40;53%;27;116;23%
19FPHeapMin;ds.FPHeapMin;25;42;60%;27;120;23%
20Tabela;ds.Tabela;9;21;43%;7;55;13%
21ArvoreBinaria;ds.ArvoreBinaria;25;48;52%;24;145;17%
22TabelaHash;ds.TabelaHash;31;35;89%;47;88;53%
23TabelaHash;ds.TabelaHash;50;52;96%;85;162;52%
24Grafo;ds.Grafo;36;42;86%;88;134;66%
25Grafo;ds.Grafo;24;34;71%;29;95;31%
26Grafo;ds.Grafo;26;51;51%;23;113;20%
27Grafo;ds.Grafo;27;33;82%;40;94;43%
28BuscaEmLargura;ds.Grafo;27;33;82%;40;94;43%
29Grafo;ds.Grafo;27;33;82%;40;94;43%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;38;40;95%;86;205;42%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;28;88;32%
