01Max;ds.Max;3;4;75%;3;14;21%
02MaxMin;ds.MaxMin1;8;8;100%;7;21;33%
03MaxMin;ds.MaxMin2;8;8;100%;7;21;33%
04MaxMin;ds.MaxMin3;11;16;69%;4;61;7%
05Ordenacao;ds.Ordenacao;6;10;60%;3;21;14%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;10;41;24%
09Ordenacao;ds.Ordenacao;9;16;56%;11;56;20%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;12;14;86%;13;75;17%
11ListArray;ds.Lista;11;12;92%;13;29;45%
12Lista;ds.Lista;12;12;100%;13;21;62%
13Pilha;ds.Pilha;11;12;92%;17;27;63%
14Pilha;ds.Pilha;17;17;100%;20;27;74%
15Fila;ds.Fila;10;19;53%;8;40;20%
16Fila;ds.Fila;23;23;100%;25;32;78%
17Ordenacao;ds.Ordenacao;32;48;67%;30;141;21%
18FPHeapMax;ds.FPHeapMax;23;40;58%;21;116;18%
19FPHeapMin;ds.FPHeapMin;21;42;50%;23;120;19%
20Tabela;ds.Tabela;15;21;71%;13;55;24%
21ArvoreBinaria;ds.ArvoreBinaria;23;48;48%;16;145;11%
22TabelaHash;ds.TabelaHash;31;35;89%;37;88;42%
23TabelaHash;ds.TabelaHash;49;52;94%;87;162;54%
24Grafo;ds.Grafo;40;42;95%;75;134;56%
25Grafo;ds.Grafo;25;34;74%;41;95;43%
26Grafo;ds.Grafo;27;51;53%;39;113;35%
27Grafo;ds.Grafo;27;33;82%;32;94;34%
28BuscaEmLargura;ds.Grafo;27;33;82%;32;94;34%
29Grafo;ds.Grafo;27;33;82%;32;94;34%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;39;40;98%;87;205;42%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;33;88;38%
