01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;5;21;24%
03MaxMin;ds.MaxMin2;8;8;100%;5;21;24%
04MaxMin;ds.MaxMin3;13;16;81%;7;61;11%
05Ordenacao;ds.Ordenacao;7;10;70%;4;21;19%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;9;41;22%
09Ordenacao;ds.Ordenacao;9;16;56%;11;56;20%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;22;75;29%
11ListArray;ds.Lista;10;12;83%;11;29;38%
12Lista;ds.Lista;11;12;92%;11;21;52%
13Pilha;ds.Pilha;9;12;75%;18;27;67%
14Pilha;ds.Pilha;13;17;76%;12;27;44%
15Fila;ds.Fila;12;19;63%;15;40;38%
16Fila;ds.Fila;18;23;78%;15;32;47%
17Ordenacao;ds.Ordenacao;30;48;63%;29;141;21%
18FPHeapMax;ds.FPHeapMax;24;40;60%;26;116;22%
19FPHeapMin;ds.FPHeapMin;29;42;69%;32;120;27%
20Tabela;ds.Tabela;9;21;43%;7;55;13%
21ArvoreBinaria;ds.ArvoreBinaria;25;48;52%;24;145;17%
22TabelaHash;ds.TabelaHash;31;35;89%;45;88;51%
23TabelaHash;ds.TabelaHash;45;52;87%;65;162;40%
24Grafo;ds.Grafo;35;42;83%;71;134;53%
25Grafo;ds.Grafo;25;34;74%;39;95;41%
26Grafo;ds.Grafo;23;51;45%;36;113;32%
27Grafo;ds.Grafo;21;33;64%;40;94;43%
28BuscaEmLargura;ds.Grafo;21;33;64%;40;94;43%
29Grafo;ds.Grafo;21;33;64%;40;94;43%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;38;40;95%;90;205;44%
32CasamentoAproximado;ds.CasamentoAproximado;18;19;95%;27;88;31%
