01Max;ds.Max;4;4;100%;6;14;43%
02MaxMin;ds.MaxMin1;8;8;100%;5;21;24%
03MaxMin;ds.MaxMin2;7;8;88%;4;21;19%
04MaxMin;ds.MaxMin3;14;16;88%;7;61;11%
05Ordenacao;ds.Ordenacao;6;10;60%;3;21;14%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;8;41;20%
09Ordenacao;ds.Ordenacao;16;16;100%;12;56;21%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;22;75;29%
11ListArray;ds.Lista;7;12;58%;10;29;34%
12Lista;ds.Lista;12;12;100%;15;21;71%
13Pilha;ds.Pilha;10;12;83%;17;27;63%
14Pilha;ds.Pilha;17;17;100%;23;27;85%
15Fila;ds.Fila;10;19;53%;14;40;35%
16Fila;ds.Fila;23;23;100%;25;32;78%
17Ordenacao;ds.Ordenacao;31;48;65%;26;141;18%
18FPHeapMax;ds.FPHeapMax;23;40;58%;27;116;23%
19FPHeapMin;ds.FPHeapMin;23;42;55%;27;120;23%
20Tabela;ds.Tabela;12;21;57%;12;55;22%
21ArvoreBinaria;ds.ArvoreBinaria;23;48;48%;16;145;11%
22TabelaHash;ds.TabelaHash;31;35;89%;47;88;53%
23TabelaHash;ds.TabelaHash;44;52;85%;83;162;51%
24Grafo;ds.Grafo;35;42;83%;67;134;50%
25Grafo;ds.Grafo;23;34;68%;33;95;35%
26Grafo;ds.Grafo;33;51;65%;31;113;27%
27Grafo;ds.Grafo;26;33;79%;29;94;31%
28BuscaEmLargura;ds.Grafo;26;33;79%;29;94;31%
29Grafo;ds.Grafo;26;33;79%;29;94;31%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;39;40;98%;90;205;44%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;29;88;33%
