01Max;ds.Max;4;4;100%;7;14;50%
02MaxMin;ds.MaxMin1;8;8;100%;8;21;38%
03MaxMin;ds.MaxMin2;8;8;100%;8;21;38%
04MaxMin;ds.MaxMin3;14;16;88%;7;61;11%
05Ordenacao;ds.Ordenacao;3;10;30%;2;21;10%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;12;13;92%;5;41;12%
09Ordenacao;ds.Ordenacao;13;16;81%;12;56;21%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;23;75;31%
11ListArray;ds.Lista;7;12;58%;8;29;28%
12Lista;ds.Lista;11;12;92%;14;21;67%
13Pilha;ds.Pilha;10;12;83%;16;27;59%
14Pilha;ds.Pilha;13;17;76%;12;27;44%
15Fila;ds.Fila;14;19;74%;14;40;35%
16Fila;ds.Fila;18;23;78%;15;32;47%
17Ordenacao;ds.Ordenacao;31;48;65%;32;141;23%
18FPHeapMax;ds.FPHeapMax;23;40;58%;23;116;20%
19FPHeapMin;ds.FPHeapMin;23;42;55%;31;120;26%
20Tabela;ds.Tabela;11;21;52%;6;55;11%
21ArvoreBinaria;ds.ArvoreBinaria;26;48;54%;27;145;19%
22TabelaHash;ds.TabelaHash;31;35;89%;45;88;51%
23TabelaHash;ds.TabelaHash;45;52;87%;61;162;38%
24Grafo;ds.Grafo;39;42;93%;75;134;56%
25Grafo;ds.Grafo;34;34;100%;50;95;53%
26Grafo;ds.Grafo;43;51;84%;48;113;42%
27Grafo;ds.Grafo;22;33;67%;25;94;27%
28BuscaEmLargura;ds.Grafo;22;33;67%;25;94;27%
29Grafo;ds.Grafo;22;33;67%;25;94;27%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;38;40;95%;76;205;37%
32CasamentoAproximado;ds.CasamentoAproximado;16;19;84%;33;88;38%
