01Max;ds.Max;4;4;100%;7;14;50%
02MaxMin;ds.MaxMin1;7;8;88%;4;21;19%
03MaxMin;ds.MaxMin2;7;8;88%;4;21;19%
04MaxMin;ds.MaxMin3;14;16;88%;6;61;10%
05Ordenacao;ds.Ordenacao;3;10;30%;2;21;10%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;13;13;100%;10;41;24%
09Ordenacao;ds.Ordenacao;16;16;100%;12;56;21%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;13;14;93%;25;75;33%
11ListArray;ds.Lista;8;12;67%;12;29;41%
12Lista;ds.Lista;12;12;100%;12;21;57%
13Pilha;ds.Pilha;11;12;92%;22;27;81%
14Pilha;ds.Pilha;16;17;94%;20;27;74%
15Fila;ds.Fila;15;19;79%;19;40;48%
16Fila;ds.Fila;22;23;96%;22;32;69%
17Ordenacao;ds.Ordenacao;31;48;65%;31;141;22%
18FPHeapMax;ds.FPHeapMax;20;40;50%;26;116;22%
19FPHeapMin;ds.FPHeapMin;23;42;55%;29;120;24%
20Tabela;ds.Tabela;8;21;38%;5;55;9%
21ArvoreBinaria;ds.ArvoreBinaria;19;48;40%;19;145;13%
22TabelaHash;ds.TabelaHash;31;35;89%;47;88;53%
23TabelaHash;ds.TabelaHash;49;52;94%;87;162;54%
24Grafo;ds.Grafo;36;42;86%;70;134;52%
25Grafo;ds.Grafo;26;34;76%;41;95;43%
26Grafo;ds.Grafo;28;51;55%;29;113;26%
27Grafo;ds.Grafo;27;33;82%;38;94;40%
28BuscaEmLargura;ds.Grafo;27;33;82%;38;94;40%
29Grafo;ds.Grafo;27;33;82%;38;94;40%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;37;40;93%;72;205;35%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;29;88;33%
