01Max;ds.Max;4;4;100%;7;14;50%
02MaxMin;ds.MaxMin1;8;8;100%;5;21;24%
03MaxMin;ds.MaxMin2;8;8;100%;5;21;24%
04MaxMin;ds.MaxMin3;14;16;88%;8;61;13%
05Ordenacao;ds.Ordenacao;7;10;70%;4;21;19%
06Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
07Fibonacci;ds.Fibonacci;6;6;100%;12;12;100%
08MaxMin;ds.MaxMin4;10;13;77%;6;41;15%
09Ordenacao;ds.Ordenacao;9;16;56%;11;56;20%
10AvaliaMultMatrizes;ds.AvaliaMultMatrizes;6;14;43%;6;75;8%
11ListArray;ds.Lista;7;12;58%;11;29;38%
12Lista;ds.Lista;12;12;100%;15;21;71%
13Pilha;ds.Pilha;10;12;83%;19;27;70%
14Pilha;ds.Pilha;13;17;76%;15;27;56%
15Fila;ds.Fila;10;19;53%;12;40;30%
16Fila;ds.Fila;20;23;87%;19;32;59%
17Ordenacao;ds.Ordenacao;31;48;65%;30;141;21%
18FPHeapMax;ds.FPHeapMax;23;40;58%;26;116;22%
19FPHeapMin;ds.FPHeapMin;21;42;50%;21;120;18%
20Tabela;ds.Tabela;12;21;57%;11;55;20%
21ArvoreBinaria;ds.ArvoreBinaria;19;48;40%;19;145;13%
22TabelaHash;ds.TabelaHash;25;35;71%;30;88;34%
23TabelaHash;ds.TabelaHash;45;52;87%;61;162;38%
24Grafo;ds.Grafo;35;42;83%;73;134;54%
25Grafo;ds.Grafo;23;34;68%;29;95;31%
26Grafo;ds.Grafo;36;51;71%;48;113;42%
27Grafo;ds.Grafo;21;33;64%;25;94;27%
28BuscaEmLargura;ds.Grafo;21;33;64%;25;94;27%
29Grafo;ds.Grafo;21;33;64%;25;94;27%
30Lista;ds.AgmPrim;9;32;28%;1;71;1%
31CasamentoExato;ds.CasamentoExato;40;40;100%;82;205;40%
32CasamentoAproximado;ds.CasamentoAproximado;19;19;100%;30;88;34%
