01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,16,16,100%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,4,21,19%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,10,41,24%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,26,75,35%
11ListArray,ds.Lista,10,12,83%,16,29,55%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,10,12,83%,18,27,67%
14Pilha,ds.Pilha,17,17,100%,24,27,89%
15Fila,ds.Fila,19,19,100%,28,40,70%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,23,40,58%,25,116,22%
19FPHeapMin,ds.FPHeapMin,24,42,57%,38,120,32%
20Tabela,ds.Tabela,16,21,76%,16,55,29%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,49,88,56%
23TabelaHash,ds.TabelaHash,50,51,98%,99,162,61%
24Grafo,ds.Grafo,36,42,86%,77,134,57%
25Grafo,ds.Grafo,28,34,82%,46,95,48%
26Grafo,ds.Grafo,37,51,73%,48,113,42%
27Grafo,ds.Grafo,27,33,82%,42,94,45%
28BuscaEmLargura,ds.Grafo,27,33,82%,42,94,45%
29Grafo,ds.Grafo,27,33,82%,42,94,45%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,38,40,95%,93,205,45%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,36,88,41%
