01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,8,21,38%
03MaxMin,ds.MaxMin2,8,8,100%,8,21,38%
04MaxMin,ds.MaxMin3,11,16,69%,8,61,13%
05Ordenacao,ds.Ordenacao,6,10,60%,5,21,24%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,10,41,24%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,22,75,29%
11ListArray,ds.Lista,12,12,100%,21,29,72%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,23,27,85%
14Pilha,ds.Pilha,17,17,100%,21,27,78%
15Fila,ds.Fila,18,19,95%,25,40,63%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,32,49,65%,32,141,23%
18FPHeapMax,ds.FPHeapMax,29,40,73%,35,116,30%
19FPHeapMin,ds.FPHeapMin,27,42,64%,37,120,31%
20Tabela,ds.Tabela,15,21,71%,16,55,29%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,47,88,53%
23TabelaHash,ds.TabelaHash,49,51,96%,91,162,56%
24Grafo,ds.Grafo,35,42,83%,77,134,57%
25Grafo,ds.Grafo,34,34,100%,64,95,67%
26Grafo,ds.Grafo,36,51,71%,48,113,42%
27Grafo,ds.Grafo,26,33,79%,33,94,35%
28BuscaEmLargura,ds.Grafo,26,33,79%,33,94,35%
29Grafo,ds.Grafo,26,33,79%,33,94,35%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,108,205,53%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,36,88,41%
