01Max,ds.Max,4,4,100%,6,14,43%
02MaxMin,ds.MaxMin1,8,8,100%,7,21,33%
03MaxMin,ds.MaxMin2,8,8,100%,7,21,33%
04MaxMin,ds.MaxMin3,16,16,100%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,4,21,19%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,12,13,92%,7,41,17%
09Ordenacao,ds.Ordenacao,16,16,100%,29,56,52%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,24,75,32%
11ListArray,ds.Lista,11,12,92%,20,29,69%
12Lista,ds.Lista,11,12,92%,11,21,52%
13Pilha,ds.Pilha,11,12,92%,23,27,85%
14Pilha,ds.Pilha,17,17,100%,25,27,93%
15Fila,ds.Fila,17,19,89%,22,40,55%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,23,40,58%,29,116,25%
19FPHeapMin,ds.FPHeapMin,28,42,67%,32,120,27%
20Tabela,ds.Tabela,15,21,71%,16,55,29%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,46,88,52%
23TabelaHash,ds.TabelaHash,50,51,98%,107,162,66%
24Grafo,ds.Grafo,40,42,95%,84,134,63%
25Grafo,ds.Grafo,28,34,82%,46,95,48%
26Grafo,ds.Grafo,35,51,69%,34,113,30%
27Grafo,ds.Grafo,27,33,82%,44,94,47%
28BuscaEmLargura,ds.Grafo,27,33,82%,44,94,47%
29Grafo,ds.Grafo,27,33,82%,44,94,47%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,106,205,52%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,36,88,41%
