01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,16,16,100%,7,61,11%
05Ordenacao,ds.Ordenacao,7,10,70%,7,21,33%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,10,41,24%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,24,75,32%
11ListArray,ds.Lista,11,12,92%,16,29,55%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,22,27,81%
14Pilha,ds.Pilha,17,17,100%,25,27,93%
15Fila,ds.Fila,17,19,89%,18,40,45%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,32,49,65%,32,141,23%
18FPHeapMax,ds.FPHeapMax,27,40,68%,31,116,27%
19FPHeapMin,ds.FPHeapMin,30,42,71%,37,120,31%
20Tabela,ds.Tabela,15,21,71%,13,55,24%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,48,88,55%
23TabelaHash,ds.TabelaHash,50,51,98%,91,162,56%
24Grafo,ds.Grafo,40,42,95%,76,134,57%
25Grafo,ds.Grafo,30,34,88%,52,95,55%
26Grafo,ds.Grafo,43,51,84%,53,113,47%
27Grafo,ds.Grafo,27,33,82%,40,94,43%
28BuscaEmLargura,ds.Grafo,27,33,82%,40,94,43%
29Grafo,ds.Grafo,27,33,82%,40,94,43%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,39,40,98%,96,205,47%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,38,88,43%
