01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,11,16,69%,7,61,11%
05Ordenacao,ds.Ordenacao,7,10,70%,4,21,19%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,11,41,27%
09Ordenacao,ds.Ordenacao,16,16,100%,23,56,41%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,24,75,32%
11ListArray,ds.Lista,10,12,83%,15,29,52%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,15,27,56%
14Pilha,ds.Pilha,17,17,100%,22,27,81%
15Fila,ds.Fila,15,19,79%,24,40,60%
16Fila,ds.Fila,23,23,100%,24,32,75%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,23,40,58%,26,116,22%
19FPHeapMin,ds.FPHeapMin,30,42,71%,39,120,33%
20Tabela,ds.Tabela,15,21,71%,14,55,25%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,49,88,56%
23TabelaHash,ds.TabelaHash,50,51,98%,93,162,57%
24Grafo,ds.Grafo,40,42,95%,81,134,60%
25Grafo,ds.Grafo,34,34,100%,50,95,53%
26Grafo,ds.Grafo,39,51,76%,42,113,37%
27Grafo,ds.Grafo,26,33,79%,40,94,43%
28BuscaEmLargura,ds.Grafo,26,33,79%,40,94,43%
29Grafo,ds.Grafo,26,33,79%,40,94,43%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,39,40,98%,106,205,52%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,37,88,42%
