01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,14,16,88%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,5,21,24%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,11,41,27%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,24,75,32%
11ListArray,ds.Lista,10,12,83%,15,29,52%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,23,27,85%
14Pilha,ds.Pilha,17,17,100%,24,27,89%
15Fila,ds.Fila,14,19,74%,18,40,45%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,31,141,22%
18FPHeapMax,ds.FPHeapMax,26,40,65%,30,116,26%
19FPHeapMin,ds.FPHeapMin,25,42,60%,30,120,25%
20Tabela,ds.Tabela,16,21,76%,18,55,33%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,46,88,52%
23TabelaHash,ds.TabelaHash,48,51,94%,89,162,55%
24Grafo,ds.Grafo,40,42,95%,86,134,64%
25Grafo,ds.Grafo,30,34,88%,52,95,55%
26Grafo,ds.Grafo,42,51,82%,49,113,43%
27Grafo,ds.Grafo,29,33,88%,50,94,53%
28BuscaEmLargura,ds.Grafo,29,33,88%,50,94,53%
29Grafo,ds.Grafo,29,33,88%,50,94,53%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,112,205,55%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,36,88,41%
