01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,8,21,38%
03MaxMin,ds.MaxMin2,8,8,100%,8,21,38%
04MaxMin,ds.MaxMin3,16,16,100%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,5,21,24%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,12,13,92%,10,41,24%
09Ordenacao,ds.Ordenacao,15,16,94%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,22,75,29%
11ListArray,ds.Lista,11,12,92%,18,29,62%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,23,27,85%
14Pilha,ds.Pilha,17,17,100%,24,27,89%
15Fila,ds.Fila,17,19,89%,22,40,55%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,32,141,23%
18FPHeapMax,ds.FPHeapMax,28,40,70%,35,116,30%
19FPHeapMin,ds.FPHeapMin,28,42,67%,34,120,28%
20Tabela,ds.Tabela,15,21,71%,10,55,18%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,55,88,63%
23TabelaHash,ds.TabelaHash,49,51,96%,103,162,64%
24Grafo,ds.Grafo,36,42,86%,81,134,60%
25Grafo,ds.Grafo,28,34,82%,46,95,48%
26Grafo,ds.Grafo,42,51,82%,50,113,44%
27Grafo,ds.Grafo,33,33,100%,69,94,73%
28BuscaEmLargura,ds.Grafo,33,33,100%,69,94,73%
29Grafo,ds.Grafo,33,33,100%,69,94,73%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,99,205,48%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,36,88,41%
