01Max,ds.Max,4,4,100%,6,14,43%
02MaxMin,ds.MaxMin1,8,8,100%,8,21,38%
03MaxMin,ds.MaxMin2,8,8,100%,8,21,38%
04MaxMin,ds.MaxMin3,11,16,69%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,7,21,33%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,11,41,27%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,12,14,86%,13,75,17%
11ListArray,ds.Lista,11,12,92%,20,29,69%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,20,27,74%
14Pilha,ds.Pilha,17,17,100%,25,27,93%
15Fila,ds.Fila,19,19,100%,29,40,73%
16Fila,ds.Fila,23,23,100%,27,32,84%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,27,40,68%,28,116,24%
19FPHeapMin,ds.FPHeapMin,28,42,67%,33,120,28%
20Tabela,ds.Tabela,15,21,71%,15,55,27%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,55,88,63%
23TabelaHash,ds.TabelaHash,50,51,98%,93,162,57%
24Grafo,ds.Grafo,40,42,95%,78,134,58%
25Grafo,ds.Grafo,30,34,88%,52,95,55%
26Grafo,ds.Grafo,37,51,73%,44,113,39%
27Grafo,ds.Grafo,29,33,88%,49,94,52%
28BuscaEmLargura,ds.Grafo,29,33,88%,49,94,52%
29Grafo,ds.Grafo,29,33,88%,49,94,52%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,39,40,98%,99,205,48%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,36,88,41%
