01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,7,21,33%
03MaxMin,ds.MaxMin2,8,8,100%,7,21,33%
04MaxMin,ds.MaxMin3,11,16,69%,8,61,13%
05Ordenacao,ds.Ordenacao,6,10,60%,5,21,24%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,10,41,24%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,24,75,32%
11ListArray,ds.Lista,11,12,92%,18,29,62%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,23,27,85%
14Pilha,ds.Pilha,17,17,100%,24,27,89%
15Fila,ds.Fila,15,19,79%,20,40,50%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,23,40,58%,25,116,22%
19FPHeapMin,ds.FPHeapMin,30,42,71%,38,120,32%
20Tabela,ds.Tabela,15,21,71%,11,55,20%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,50,88,57%
23TabelaHash,ds.TabelaHash,50,51,98%,96,162,59%
24Grafo,ds.Grafo,40,42,95%,80,134,60%
25Grafo,ds.Grafo,28,34,82%,43,95,45%
26Grafo,ds.Grafo,44,51,86%,58,113,51%
27Grafo,ds.Grafo,29,33,88%,52,94,55%
28BuscaEmLargura,ds.Grafo,29,33,88%,52,94,55%
29Grafo,ds.Grafo,29,33,88%,52,94,55%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,39,40,98%,109,205,53%
32CasamentoAproximado,ds.CasamentoAproximado,17,19,89%,31,88,35%
