01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,16,16,100%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,7,21,33%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,11,41,27%
09Ordenacao,ds.Ordenacao,16,16,100%,23,56,41%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,24,75,32%
11ListArray,ds.Lista,11,12,92%,19,29,66%
12Lista,ds.Lista,12,12,100%,16,21,76%
13Pilha,ds.Pilha,11,12,92%,23,27,85%
14Pilha,ds.Pilha,17,17,100%,25,27,93%
15Fila,ds.Fila,18,19,95%,30,40,75%
16Fila,ds.Fila,23,23,100%,27,32,84%
17Ordenacao,ds.Ordenacao,33,49,67%,31,141,22%
18FPHeapMax,ds.FPHeapMax,28,40,70%,29,116,25%
19FPHeapMin,ds.FPHeapMin,28,42,67%,38,120,32%
20Tabela,ds.Tabela,13,21,62%,13,55,24%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,50,88,57%
23TabelaHash,ds.TabelaHash,50,51,98%,94,162,58%
24Grafo,ds.Grafo,35,42,83%,74,134,55%
25Grafo,ds.Grafo,32,34,94%,58,95,61%
26Grafo,ds.Grafo,40,51,78%,58,113,51%
27Grafo,ds.Grafo,27,33,82%,44,94,47%
28BuscaEmLargura,ds.Grafo,27,33,82%,44,94,47%
29Grafo,ds.Grafo,27,33,82%,44,94,47%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,104,205,51%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,37,88,42%
