01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,11,16,69%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,7,21,33%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,10,41,24%
09Ordenacao,ds.Ordenacao,15,16,94%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,25,75,33%
11ListArray,ds.Lista,10,12,83%,18,29,62%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,10,12,83%,18,27,67%
14Pilha,ds.Pilha,17,17,100%,20,27,74%
15Fila,ds.Fila,17,19,89%,23,40,58%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,32,141,23%
18FPHeapMax,ds.FPHeapMax,29,40,73%,31,116,27%
19FPHeapMin,ds.FPHeapMin,25,42,60%,31,120,26%
20Tabela,ds.Tabela,13,21,62%,15,55,27%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,37,88,42%
23TabelaHash,ds.TabelaHash,50,51,98%,95,162,59%
24Grafo,ds.Grafo,35,42,83%,77,134,57%
25Grafo,ds.Grafo,30,34,88%,49,95,52%
26Grafo,ds.Grafo,36,51,71%,43,113,38%
27Grafo,ds.Grafo,33,33,100%,66,94,70%
28BuscaEmLargura,ds.Grafo,33,33,100%,66,94,70%
29Grafo,ds.Grafo,33,33,100%,66,94,70%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,102,205,50%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,33,88,38%
