01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,16,16,100%,8,61,13%
05Ordenacao,ds.Ordenacao,6,10,60%,4,21,19%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,12,41,29%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,24,75,32%
11ListArray,ds.Lista,11,12,92%,18,29,62%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,23,27,85%
14Pilha,ds.Pilha,17,17,100%,24,27,89%
15Fila,ds.Fila,18,19,95%,24,40,60%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,27,40,68%,26,116,22%
19FPHeapMin,ds.FPHeapMin,29,42,69%,29,120,24%
20Tabela,ds.Tabela,15,21,71%,10,55,18%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,48,88,55%
23TabelaHash,ds.TabelaHash,48,51,94%,92,162,57%
24Grafo,ds.Grafo,36,42,86%,75,134,56%
25Grafo,ds.Grafo,34,34,100%,65,95,68%
26Grafo,ds.Grafo,48,51,94%,55,113,49%
27Grafo,ds.Grafo,29,33,88%,42,94,45%
28BuscaEmLargura,ds.Grafo,29,33,88%,42,94,45%
29Grafo,ds.Grafo,29,33,88%,42,94,45%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,39,40,98%,99,205,48%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,31,88,35%
