01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,8,21,38%
03MaxMin,ds.MaxMin2,8,8,100%,8,21,38%
04MaxMin,ds.MaxMin3,14,16,88%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,4,21,19%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,10,41,24%
09Ordenacao,ds.Ordenacao,13,16,81%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,26,75,35%
11ListArray,ds.Lista,10,12,83%,12,29,41%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,22,27,81%
14Pilha,ds.Pilha,17,17,100%,24,27,89%
15Fila,ds.Fila,17,19,89%,23,40,58%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,27,40,68%,27,116,23%
19FPHeapMin,ds.FPHeapMin,28,42,67%,40,120,33%
20Tabela,ds.Tabela,12,21,57%,10,55,18%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,47,88,53%
23TabelaHash,ds.TabelaHash,48,51,94%,88,162,54%
24Grafo,ds.Grafo,40,42,95%,95,134,71%
25Grafo,ds.Grafo,34,34,100%,56,95,59%
26Grafo,ds.Grafo,43,51,84%,50,113,44%
27Grafo,ds.Grafo,31,33,94%,62,94,66%
28BuscaEmLargura,ds.Grafo,31,33,94%,62,94,66%
29Grafo,ds.Grafo,31,33,94%,62,94,66%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,39,40,98%,101,205,49%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,38,88,43%
