01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,5,21,24%
03MaxMin,ds.MaxMin2,8,8,100%,5,21,24%
04MaxMin,ds.MaxMin3,16,16,100%,8,61,13%
05Ordenacao,ds.Ordenacao,7,10,70%,7,21,33%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,10,41,24%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,22,75,29%
11ListArray,ds.Lista,11,12,92%,20,29,69%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,12,12,100%,24,27,89%
14Pilha,ds.Pilha,17,17,100%,18,27,67%
15Fila,ds.Fila,15,19,79%,19,40,48%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,29,40,73%,31,116,27%
19FPHeapMin,ds.FPHeapMin,28,42,67%,34,120,28%
20Tabela,ds.Tabela,15,21,71%,13,55,24%
21ArvoreBinaria,ds.ArvoreBinaria,26,48,54%,27,145,19%
22TabelaHash,ds.TabelaHash,31,35,89%,50,88,57%
23TabelaHash,ds.TabelaHash,50,51,98%,95,162,59%
24Grafo,ds.Grafo,40,42,95%,79,134,59%
25Grafo,ds.Grafo,34,34,100%,58,95,61%
26Grafo,ds.Grafo,39,51,76%,38,113,34%
27Grafo,ds.Grafo,29,33,88%,48,94,51%
28BuscaEmLargura,ds.Grafo,29,33,88%,48,94,51%
29Grafo,ds.Grafo,29,33,88%,48,94,51%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,113,205,55%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,35,88,40%
