01Max,ds.Max,4,4,100%,7,14,50%
02MaxMin,ds.MaxMin1,8,8,100%,7,21,33%
03MaxMin,ds.MaxMin2,8,8,100%,7,21,33%
04MaxMin,ds.MaxMin3,16,16,100%,7,61,11%
05Ordenacao,ds.Ordenacao,7,10,70%,4,21,19%
06Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
07Fibonacci,ds.Fibonacci,6,6,100%,12,12,100%
08MaxMin,ds.MaxMin4,13,13,100%,11,41,27%
09Ordenacao,ds.Ordenacao,16,16,100%,12,56,21%
10AvaliaMultMatrizes,ds.AvaliaMultMatrizes,13,14,93%,25,75,33%
11ListArray,ds.Lista,10,12,83%,13,29,45%
12Lista,ds.Lista,12,12,100%,15,21,71%
13Pilha,ds.Pilha,11,12,92%,20,27,74%
14Pilha,ds.Pilha,17,17,100%,20,27,74%
15Fila,ds.Fila,18,19,95%,26,40,65%
16Fila,ds.Fila,23,23,100%,25,32,78%
17Ordenacao,ds.Ordenacao,33,49,67%,34,141,24%
18FPHeapMax,ds.FPHeapMax,28,40,70%,35,116,30%
19FPHeapMin,ds.FPHeapMin,28,42,67%,34,120,28%
20Tabela,ds.Tabela,15,21,71%,13,55,24%
21ArvoreBinaria,ds.ArvoreBinaria,25,48,52%,26,145,18%
22TabelaHash,ds.TabelaHash,31,35,89%,50,88,57%
23TabelaHash,ds.TabelaHash,50,51,98%,103,162,64%
24Grafo,ds.Grafo,35,42,83%,77,134,57%
25Grafo,ds.Grafo,30,34,88%,54,95,57%
26Grafo,ds.Grafo,34,51,67%,34,113,30%
27Grafo,ds.Grafo,27,33,82%,36,94,38%
28BuscaEmLargura,ds.Grafo,27,33,82%,36,94,38%
29Grafo,ds.Grafo,27,33,82%,36,94,38%
30Lista,ds.AgmPrim,9,31,29%,1,71,1%
31CasamentoExato,ds.CasamentoExato,40,40,100%,108,205,53%
32CasamentoAproximado,ds.CasamentoAproximado,19,19,100%,37,88,42%
